Date,Aircraft type,Registration,Operator,Fatalities,Location,Damage,Manufacturer,Model,Year
2020-02-15,boeing 737-8kn (wl),HL8342,eastar jet,0,Incheon,none,boeing,737-8kn (wl),2020
2020-02-20,cessna 510 citation mustang,N163TC,private,0,Daytona Beach,substantial,cessna,510 citation mustang,2020
2020-02-20,beechcraft b200 king air,N860J,lauren engineers & constructors,3,Lake Coleman,write-off,beechcraft,b200 king air,2020
2020-02-20,antonov an-2t,RA-40642,t-cement,0,Magadan,substantial,antonov,an-2t,2020
2020-02-21,de havilland canada dhc-3t vazar turbine otter,C-FIUZ,harbour air,0,Vancouver,substantial,de havilland canada,dhc-3t vazar turbine otter,2020
2020-02-23,bombardier cl-600-2b16 challenger 605,C-GKCP,canadian pacific railway company,0,Calgary,substantial,bombardier,cl-600-2b16 challenger 605,2020
2020-02-24,de havilland canada dhc-6 twin otter 300,8Q-MBC,trans maldivian airways,0,KureduResort,substantial,de havilland canada,dhc-6 twin otter 300,2020
2020-02-24,fairchild sa227-dc metro 23,C-GJVB,perimeter aviation,0,Dryden,substantial,fairchild,sa227-dc metro 23,2020
2020-02-25,boeing 737-301 (bdsf),PK-YSG,trigana air service,0,Jayapura,substantial,boeing,737-301 (bdsf),2020
2020-02-25,learjet 55,N135LR,expectra aviation,0,Belmar,substantial,learjet,55,2020
2020-02-26,antonov an-2p,UP-A0001,orlan 2000,0,Ust,write-off,antonov,an-2p,2020
2020-02-27,dassault falcon 50,N951DJ,private,0,Toronto,write-off,dassault falcon,50,2020
2020-02-28,airbus a300b4-203 (f),UP-A3003,sigma airlines,0,Sharjah,substantial,airbus,a300b4-203 (f),2020
2020-02-29,learjet 35a,N721EC,east coast jets,0,Altoona,substantial,learjet,35a,2020
2020-03-03,dassault falcon 7x,N377EF,private,0,Nashville,substantial,dassault falcon,7x,2020
2020-03-03,cessna 560 citation encore,N43NC,private,0,Nashville,substantial,cessna,560 citation encore,2020
2020-03-03,cirrus sf50 vision jet,N217CB,bbr air,0,Nashville,substantial,cirrus,sf50 vision jet,2020
2020-03-03,learjet 55,N890AC,jetleg management,0,Nashville,substantial,learjet,55,2020
2020-03-03,beechcraft 200 super king air,N2PY,at aero,0,Nashville,substantial,beechcraft,200 super king air,2020
2020-03-03,beechcraft 200 super king air,N186EB,executive business aviation,0,Nashville,substantial,beechcraft,200 super king air,2020
2020-03-03,bombardier bd-100-1a10 challenger 300,N819RS,legacy air,0,Nashville,substantial,bombardier,bd-100-1a10 challenger 300,2020
2020-03-03,cessna 525c citation cj4,N989CJ,textron,0,Nashville,substantial,cessna,525c citation cj4,2020
2020-03-03,cessna 525 citationjet cj1,N177VV,crye-leike south,0,Nashville,substantial,cessna,525 citationjet cj1,2020
2020-03-03,beechcraft b300 king air 350i,N615CL,carol 1,0,Nashville,write-off,beechcraft,b300 king air 350i,2020
2020-03-03,dassault falcon 2000,N519JD,caridad aviation,0,Nashville,substantial,dassault falcon,2000,2020
2020-03-03,cessna s550 citation s/ii,N45NC,private,0,Nashville,substantial,cessna,s550 citation s/ii,2020
2020-03-05,cessna 208b super cargomaster,N706FX,csa air,0,Rhinelander,substantial,cessna,208b super cargomaster,2020
2020-03-06,de havilland canada dhc-6 vista liner 300,N72GC,grand canyon airlines,0,Boulder,substantial,de havilland canada,dhc-6 vista liner 300,2020
2020-03-08,boeing 767-3q8er,N477AX,omni air international,0,Shannon,substantial,boeing,767-3q8er,2020
2020-03-09,airbus a330-343,HS-TEU,thai airways international,0,Vientiane,substantial,airbus,a330-343,2020
2020-03-09,gulfstream g-ivsp,M-YWAY,platinum jet co,0,Vientiane,substantial,gulfstream,g-ivsp,2020
2020-03-12,de havilland canada dhc-3t vazar turbine otter,C-GTMW,martini aviation,0,Fort Langley,substantial,de havilland canada,dhc-3t vazar turbine otter,2020
2020-03-12,beechcraft 200 super king air,HK-5075,private,2,Claura Arriba,write-off,beechcraft,200 super king air,2020
2020-03-13,cessna 525 citationjet,YV3452,servicios 5250084,2,Porlamar,write-off,cessna,525 citationjet,2020
2020-03-14,raytheon hawker 800xp,N100AG,gemini air group,0,Phoenix,substantial,raytheon hawker,800xp,2020
2020-03-17,cessna 208b super cargomaster,N274PM,planemasters,1,La Crosse,write-off,cessna,208b super cargomaster,2020
2020-03-19,cessna 208 caravan i,P2-MAF,mission aviation fellowship,0,Yenkisa,substantial,cessna,208 caravan i,2020
2020-03-21,boeing 757-223 (wl),N193AN,american airlines,0,Las Vegas,substantial,boeing,757-223 (wl),2020
2020-03-22,hawker siddeley hs-125-f400b,(XB-PNK),private,0,Caballo Blanco,substantial,raytheon hawker,hs-125-f400b,2020
2020-03-28,cessna 501 citation i/sp,N810LG,rbr development,0,Jonesboro,write-off,cessna,501 citation i/sp,2020
2020-03-28,cessna 525a citationjet cj2+,N457MD,hog air aviation,0,Jonesboro,write-off,cessna,525a citationjet cj2+,2020
2020-03-29,iai 1124a westwind ii,RP-C5880,lion air,8,Manila,write-off,iai,1124a westwind ii,2020
2020-04-05,antonov an-26,UP-AN601,libyan national army,7,Tarhuna,write-off,antonov,an-26,2020
2020-04-12,boeing 737-881 (wl),JA64AN,ana wings,0,30 km south,none,boeing,737-881 (wl),2020
2020-04-16,cessna 208 caravan i,C-GBIT,mike's oilfield services,0,Maurice Lake,substantial,cessna,208 caravan i,2020
2020-04-19,british aerospace bae-125-700a,N700NW,private,2,Las Cruces,write-off,british aerospace,bae-125-700a,2020
2020-04-20,british aerospace bae-125-800a,N375TC,private,0,Laguna del Tigre National Park,write-off,british aerospace,bae-125-800a,2020
2020-04-23,lockheed c-130j-30 super hercules,11-5736,united states air force,0,Ramstein AFB,substantial,lockheed martin,c-130j-30 super hercules,2020
2020-04-24,iai 1125 astra sp,YV3427,inversiones sc 2012,0,Fort Lauderdale,substantial,iai,1125 astra sp,2020
2020-04-28,beechcraft a100 king air,C-FCBZ,buffalo airways,0,Kugaaruk,substantial,beechcraft,a100 king air,2020
2020-05-02,beechcraft b200 super king air,C-GSAE,province of saskatchewan ministry of central services,0,Lloydminster,substantial,beechcraft,b200 super king air,2020
2020-05-04,learjet 25d,LV-WOC,dos mil aerosistema,0,San Fernando,substantial,learjet,25d,2020
2020-05-04,embraer emb-120rt brasilia,5Y-AXO,african express airways,6,Bardale,write-off,embraer,emb-120rt brasilia,2020
2020-05-05,learjet 35a,LV-BXU,md fly,3,Esquel,write-off,learjet,35a,2020
2020-05-07,hawker siddeley hs-125,XB-RBF,private,0,southern Zulia state,write-off,raytheon hawker,hs-125,2020
2020-05-08,beechcraft 1900c,N31704,ameriflight,0,San Antonio,substantial,beechcraft,1900c,2020
2020-05-09,ilyushin il-78,NO REG.,libyan air force,0,Tripoli,write-off,ilyushin,il-78,2020
2020-05-09,learjet 60xr,5A-UAE,united aviation,0,Tripoli,write-off,learjet,60xr,2020
2020-05-16,let l-410ma,RA-67066,unknown,0,Ulang,substantial,let,l-410ma,2020
2020-05-19,cessna 501 citation i/sp,N501KM,mcwilliams,0,Houston,substantial,cessna,501 citation i/sp,2020
2020-05-19,boeing 737-8q8 (wl),N820TJ,swift air,0,Victorville,substantial,boeing,737-8q8 (wl),2020
2020-05-21,beechcraft 400a beechjet,VT-RPG,sanjiv goenka group,0,Kolkata,substantial,beechcraft,400a beechjet,2020
2020-05-21,embraer c-95bm bandeirante (emb-110),FAB2347,força aérea brasileira,0,Natal Air Force Base,substantial,embraer,c-95bm bandeirante (emb-110),2020
2020-05-22,airbus a320-214,AP-BLD,pakistan international airlines,98,Karachi,write-off,airbus,a320-214,2020
2020-05-26,beechcraft 200 super king air,,private,0,Morocoy,write-off,beechcraft,200 super king air,2020
2020-05-28,british aerospace bae-125-700a,N720PT,private,0,Sarteneja,substantial,british aerospace,bae-125-700a,2020
2020-05-30,antonov an-2,,taraz zhana alem,0,Urzhar,substantial,antonov,an-2,2020
2020-05-30,de havilland canada dhc-6 twin otter 100,N52FW,kapowsin air sports,0,San Diego,substantial,de havilland canada,dhc-6 twin otter 100,2020
2020-05-30,beechcraft 200 super king air,,private,0,Región Costa Montaña ?,write-off,beechcraft,200 super king air,2020
2020-06-08,dornier 228-212,PH-CGN,netherlands coast guard,0,Eindhoven,minor,dornier,228-212,2020
2020-06-08,lockheed c-130h3 hercules,94-6706,united states air force,0,Al Taji Army Air Field,substantial,lockheed martin,c-130h3 hercules,2020
2020-06-09,beechcraft 1900d,C-GSLX,sunwest aviation,0,Lac la Biche,substantial,beechcraft,1900d,2020
2020-06-13,beechcraft 300 super king air 350,N858UP,gama aviation signature,0,Bedford,substantial,beechcraft,300 super king air 350,2020
2020-06-14,airbus a320-271n,VT-IJT,indigo airlines,0,Cochin,none,airbus,a320-271n,2020
2020-06-14,airbus a320-232,VP-BDL,ural airlines,0,Saint Petersburg,substantial,airbus,a320-232,2020
2020-06-14,airbus a320-271n,VP-BWC,s7 airlines,0,Saint Petersburg,minor,airbus,a320-271n,2020
2020-06-15,grumman g-1159 gulfstream ii,N27SL,private,1,Machiques de Perijá,write-off,grumman,g-1159 gulfstream ii,2020
2020-06-16,embraer erj-145ep,G-SAJS,loganair,0,Aberdeen,minor,embraer,erj-145ep,2020
2020-06-16,de havilland canada dhc-8-402q dash 8,G-JECK,nordic aviation capital,0,Aberdeen,substantial,de havilland canada,dhc-8-402q dash 8,2020
2020-06-19,gulfstream aerospace g-1159a gulfstream iii,N516TR,private,0,El Chico,write-off,gulfstream,g-1159a gulfstream iii,2020
2020-06-28,cessna 560xl citation xls,VT-JSS,jindal steel & power,0,Vijayanagar Aerodrome,substantial,cessna,560xl citation xls,2020
2020-07-02,grumman g-1159 gulfstream ii sp,XB-NRX,private,0,Mapastepec,write-off,grumman,g-1159 gulfstream ii sp,2020
2020-07-05,boeing 737-7h4,N254WN,southwest airlines,0,Orlando,none,boeing,737-7h4,2020
2020-07-05,british aerospace bae-125-700a,XB-RCM,private,0,José Maria Morelos,write-off,british aerospace,bae-125-700a,2020
2020-07-07,airbus a319-111,HB-JOH,chair airlines,0,Napoli,write-off,airbus,a319-111,2020
2020-07-07,hawker 800xp,N339AV,private,0,Venezuela,write-off,raytheon hawker,800xp,2020
2020-07-09,embraer erj-175lr,N226NN,envoy air,0,Plainfield,none,embraer,erj-175lr,2020
2020-07-09,airbus a319-132,PT-TMO,latam airlines brasil,0,Guarulhos,none,airbus,a319-132,2020
2020-07-10,learjet 45,XA-CAO,aeroparadise sa,0,Toluca,substantial,learjet,45,2020
2020-07-13,britten-norman bn-2a-27 islander,N200MU,tropic air charters,0,Fort Lauderdale,substantial,britten-norman,bn-2a-27 islander,2020
2020-07-13,antonov an-2r,RA-40851,zeus-avia,2,Kistenevo,write-off,antonov,an-2r,2020
2020-07-14,boeing 737-8s3 (wl),ZS-SJB,mango,0,Durban,none,boeing,737-8s3 (wl),2020
2020-07-14,de havilland canada dhc-8-402q (pf) dash 8,5Y-VVU,blue bird aviation,0,Beledweyne,write-off,de havilland canada,dhc-8-402q (pf) dash 8,2020
2020-07-15,beechcraft b300 king air 350i,EM-809,turkish police,7,Van,write-off,beechcraft,b300 king air 350i,2020
2020-07-17,beechcraft 200 super king air,C-FSKQ,skyjet aviation,0,Rouyn,substantial,beechcraft,200 super king air,2020
2020-07-19,antonov an-2r,RA-71276,phoenix,6,Tagarkhay,write-off,antonov,an-2r,2020
2020-07-20,beechcraft b200 super king air,N740P,private,0,Brus Laguna,substantial,beechcraft,b200 super king air,2020
2020-07-22,beechcraft 400a beechjet,N425BJ,n425bj,0,Montgomery,substantial,beechcraft,400a beechjet,2020
2020-07-22,boeing 777-f60,ET-ARH,ethiopian airlines,0,Shanghai Pudong,write-off,boeing,777-f60,2020
2020-07-23,airbus a310-304,EP-MNF,mahan air,0,Syrian airspace,none,airbus,a310-304,2020
2020-07-25,cessna 208b grand caravan,XA-FTG,ax transporter,0,Holbox,substantial,cessna,208b grand caravan,2020
2020-07-26,gulfstream aerospace g-1159a gulfstream iii,N450BD,private,0,El Chal,write-off,gulfstream,g-1159a gulfstream iii,2020
2020-07-28,boeing 737-3z0 (sf),PK-YSZ,trigana air service,0,Wamena,minor,boeing,737-3z0 (sf),2020
2020-07-30,beechcraft 200 super king air,N515BA,private,0,Rio Negro,write-off,beechcraft,200 super king air,2020
2020-08-01,airbus a321-211 (wl),VP-BAX,aeroflot russian international airlines,0,Moskva,substantial,airbus,a321-211 (wl),2020
2020-08-03,antonov an-74tk-100,RA-74044,utair-cargo,0,Gao,write-off,antonov,an-74tk-100,2020
2020-08-04,harbin y-12-ii,KAF128,kenya air force,0,Dhobley,substantial,harbin,y-12-ii,2020
2020-08-07,boeing 737-8hg (wl),VT-AXH,air india express,21,Kozhikode,write-off,boeing,737-8hg (wl),2020
2020-08-08,british aerospace bae-125,,private,0,Ixcán,write-off,british aerospace,bae-125,2020
2020-08-08,canadair cl-215-1a10,EC-HET,babcock,1,Lobios,write-off,canadair,cl-215-1a10,2020
2020-08-09,british aerospace bae-125-800a,XB-RAY,private,0,Maracaibo,write-off,british aerospace,bae-125-800a,2020
2020-08-10,rockwell sabreliner 75a,N400RS,private,2,Paraguaná,write-off,rockwell sabreliner,75a,2020
2020-08-12,airbus a320-214,EC-IEF,iberia,0,Barcelona,none,airbus,a320-214,2020
2020-08-12,beechcraft b200 king air,N316JP,private,0,Santa Ana,write-off,beechcraft,b200 king air,2020
2020-08-13,let l-410uvp-e3,9S-GEN,doren air congo,4,Bukavu,write-off,let,l-410uvp-e3,2020
2020-08-16,cessna 208b grand caravan,5Y-SAV,city link,0,New Fangak,write-off,cessna,208b grand caravan,2020
2020-08-18,atr 72-600 (72-212a),6V-ASN,air senegal,0,Ziguinchor,substantial,atr,72-600 (72-212a),2020
2020-08-19,boeing 767-3s2fer,N146FE,fedex,0,Los Angeles,substantial,boeing,767-3s2fer,2020
2020-08-20,beechcraft 200 super king air,N198DM,bomac air,1,Chicago,write-off,beechcraft,200 super king air,2020
2020-08-22,antonov an-26b,EX-126,south west aviation lsf skyway air,9,Juba,write-off,antonov,an-26b,2020
2020-08-27,boeing 747sp-21,VQ-BMS,las vegas sands corporation,0,Lake Charles,substantial,boeing,747sp-21,2020
2020-08-28,boeing 767-324er,N423AX,omni air international,0,Bucharest Baneasa Aurel Vlaicu,substantial,boeing,767-324er,2020
2020-08-29,boeing 737-81d (wl),JA73NM,skymark airlines,0,Tokyo,substantial,boeing,737-81d (wl),2020
2020-08-29,dassault falcon 200,XB-OAP,private,0,Palenque,substantial,dassault falcon,200,2020
2020-09-04,fairchild sa227-ac metro iii,N362AE,ameriflight,0,San Antonio,substantial,fairchild,sa227-ac metro iii,2020
2020-09-07,cessna 208b grand caravan,N186GC,grand canyon airlines,0,Whitmore,substantial,cessna,208b grand caravan,2020
2020-09-07,gulfstream g200 galaxy,PR-AUR,wrv empreendimentos e participacoes ltda,0,Belo Horizonte,substantial,gulfstream,g200 galaxy,2020
2020-09-11,cessna 208b grand caravan,5Y-CDH,unknown,0,Maji Moto area in Narok South,write-off,cessna,208b grand caravan,2020
2020-09-15,beechcraft 200 king air,,private,0,Machiques de Perija,write-off,beechcraft,200 king air,2020
