Date,Aircraft type,Registration,Operator,Fatalities,Location,Damage,Manufacturer,Model,Year
2018-05-07,boeing 737-8h4 (wl),N8655D,southwest airlines,0,Baltimore,substantial,boeing,737-8h4 (wl),2018
2018-05-12,boeing 737-8bk (wl),P2-PXE,air niugini,0,Port Moresby,substantial,boeing,737-8bk (wl),2018
2018-05-12,lockheed l-100-30 hercules,N403LC,lynden air cargo,0,Port Moresby,substantial,lockheed martin,l-100-30 hercules,2018
2018-05-13,cessna 208b grand caravan,G-KNYS,irish parachute club lsf parachuting caravan leasing,2,Clonbullogue Aerodrome,write-off,cessna,208b grand caravan,2018
2018-05-13,airbus a330-323,HL7792,asiana airlines,0,Istanbul,substantial,airbus,a330-323,2018
2018-05-13,airbus a321-231,TC-JMM,turkish airlines,0,Istanbul,substantial,airbus,a321-231,2018
2018-05-15,cessna 208b grand caravan,,private,2,Tuzantán,write-off,cessna,208b grand caravan,2018
2018-05-16,cessna 208b grand caravan,9N-AJU,makalu air,2,Bahun Khark,write-off,cessna,208b grand caravan,2018
2018-05-18,boeing 737-201 advanced,XA-UHZ,cubana de aviación lsf global air,112,Havana,write-off,boeing,737-201 advanced,2018
2018-05-20,gulfstream g200 galaxy,B-8129,star jet,0,Yangzhou Taizhou,substantial,gulfstream,g200 galaxy,2018
2018-05-21,airbus a330-243,TC-OCH,saudi arabian airlines lsf onur air,0,Jeddah,substantial,airbus,a330-243,2018
2018-05-22,gulfstream g200 galaxy,N813WM,silver air,0,Tegucigalpa,write-off,gulfstream,g200 galaxy,2018
2018-05-22,cessna 208b grand caravan,PT-FLW,amazonaves táxi aéreo,0,Manaus,write-off,cessna,208b grand caravan,2018
2018-05-23,beechcraft 200 super king air,N800HA,titan drilling,0,Kolwezi,substantial,beechcraft,200 super king air,2018
2018-05-23,beechcraft 200 super king air,N905GP,air katanga,0,Kolwezi,minor,beechcraft,200 super king air,2018
2018-05-24,fairchild sa227-ac metro iii,XA-UPP,aeronaves tsm,0,Saltillo,substantial,fairchild,sa227-ac metro iii,2018
2018-05-30,cessna 208b grand caravan,5Y-ETY,asure air,0,Obo,substantial,cessna,208b grand caravan,2018
2018-05-30,cessna 208b grand caravan,5X-MRH,air serv limited,0,Kamonia,substantial,cessna,208b grand caravan,2018
2018-06-03,lockheed c-130h hercules,7T-WHT,al quwwat al-jawwiya al-jaza'eriya,1,Biskra,write-off,lockheed martin,c-130h hercules,2018
2018-06-05,cessna 208b grand caravan,5Y-CAC,fly-sax,10,Njabini,write-off,cessna,208b grand caravan,2018
2018-06-06,antonov an-2r,YR-DAX,aeroserv,0,Baleni,write-off,antonov,an-2r,2018
2018-06-06,cessna 525a citationjet cj2+,D-IULI,proair,0,Saint Tropez,substantial,cessna,525a citationjet cj2+,2018
2018-06-09,de havilland canada dhc-6 twin otter 300,9N-AEV,tara air,0,Jumla,substantial,de havilland canada,dhc-6 twin otter 300,2018
2018-06-10,boeing 777-223er,N750AN,american airlines,0,Decatur,none,boeing,777-223er,2018
2018-06-10,boeing 737-8al (wl),N276EA,swiftair,0,Heraklion,substantial,boeing,737-8al (wl),2018
2018-06-10,boeing 787-9 dreamliner,N826AN,american airlines,0,Harbin,none,boeing,787-9 dreamliner,2018
2018-06-10,de havilland canada dhc-8-402q dash 8,C-FNEN,westjet encore,0,Kamloops,none,de havilland canada,dhc-8-402q dash 8,2018
2018-06-10,gulfstream g-iv,N450MB,private,0,PanamaAlbrook,substantial,gulfstream,g-iv,2018
2018-06-11,pilatus britten-norman bn-2b-26 islander,VP-FBM,falkland islands government air service,0,Beaver,substantial,britten-norman,bn-2b-26 islander,2018
2018-06-11,airbus a340-313,D-AIFA,lufthansa,0,Frankfurt,substantial,airbus,a340-313,2018
2018-06-12,boeing 737-8h4 (wl),N8693A,southwest airlines,0,Phoenix,none,boeing,737-8h4 (wl),2018
2018-06-14,mcdonnell douglas md-83,UR-CPR,bravo airways,0,Kyiv,substantial,mcdonnell douglas,md-83,2018
2018-06-14,de havilland canada dhc-8-202q dash 8,P2-ANX,linkpng,0,Mendi,write-off,de havilland canada,dhc-8-202q dash 8,2018
2018-06-16,embraer erj-175lr,N637CZ,compass airlines,0,Cut Bank,none,embraer,erj-175lr,2018
2018-06-18,cessna 208b grand caravan,PK-FSL,spirit avia sentosa,0,Nabire,substantial,cessna,208b grand caravan,2018
2018-06-21,embraer erj 170lr (erj-170-100 lr),N876RW,republic airlines,0,Columbus,substantial,embraer,170lr (erj-170-100 lr),2018
2018-06-22,boeing 737-8jp (wl),LN-DYE,norwegian,0,Alta,none,boeing,737-8jp (wl),2018
2018-06-22,de havilland canada dhc-6 twin otter 300,PK-HVU,dimonim air,0,Kenyam,minor,de havilland canada,dhc-6 twin otter 300,2018
2018-06-24,boeing 777-346,JA8944,japan airlines,0,over Kurihara,none,boeing,777-346,2018
2018-06-24,let l-410uvp,3X-AAK,eagle air,4,Souguéta,write-off,let,l-410uvp,2018
2018-06-25,de havilland canada dhc-6 twin otter 300,PK-YRU,trigana air service,0,Kenyam,minor,de havilland canada,dhc-6 twin otter 300,2018
2018-06-26,ilyushin il-76,,islamic republic of iran air force,0,Damascus,write-off,ilyushin,il-76,2018
2018-06-26,learjet 60,N57,federal aviation administration,0,Salt Lake,substantial,learjet,60,2018
2018-06-26,airbus a330-323,HL8286,asiana airlines,0,Seoul,minor,airbus,a330-323,2018
2018-06-26,boeing 777-2b5er,HL7764,korean air,0,Seoul,substantial,boeing,777-2b5er,2018
2018-06-27,antonov an-2r,RA-62524,feniks,0,Nizhneudinsk,substantial,antonov,an-2r,2018
2018-06-30,airbus a330-323,N278AY,american airlines,0,Gander,none,airbus,a330-323,2018
2018-06-30,irma/pilatus britten-norman bn-2a-26 islander,V3-HFB,maya island air,0,San Pedro,substantial,britten-norman,bn-2a-26 islander,2018
2018-06-30,cessna 208 caravan i,,unknown,0,Illertissen,minor,cessna,208 caravan i,2018
2018-07-04,cessna 208b grand caravan,N208EE,air choice one,0,Chicago,substantial,cessna,208b grand caravan,2018
2018-07-05,dornier 228-202,VH-VJN,gam,0,Thangool,substantial,dornier,228-202,2018
2018-07-05,cessna 208b grand caravan,5Y-BUC,flex air charters,0,Padek,substantial,cessna,208b grand caravan,2018
2018-07-06,atr 72-600 (72-212a),CS-DJG,white airways,0,Fez,substantial,atr,72-600 (72-212a),2018
2018-07-09,atr 72-600 (72-212a),CN-COH,ram express,0,Al Hoceima,substantial,atr,72-600 (72-212a),2018
2018-07-09,de havilland canada dhc-3t texas turbine otter,C-GBQC,ookpik aviation,0,Parker Lake,substantial,de havilland canada,dhc-3t texas turbine otter,2018
2018-07-10,de havilland canada dhc-3t vazar turbine otter,N3952B,taquan air,0,Mount Jumbo,substantial,de havilland canada,dhc-3t vazar turbine otter,2018
2018-07-10,convair cv-340,ZS-BRV,rovos air,1,Pretoria,write-off,convair,cv-340,2018
2018-07-11,douglas dc-3c,HK-3293,air colombia,0,San Felipe,substantial,mcdonnell douglas,dc-3c,2018
2018-07-16,boeing 737-8eh (wl),PR-GGD,gol linhas aéreas,0,Belo Horizonte,substantial,boeing,737-8eh (wl),2018
2018-07-16,boeing 737-8f2 (wl),LV-HQY,flybondi,0,Cataratas del Iguazú,substantial,boeing,737-8f2 (wl),2018
2018-07-16,curtiss c-46f-1-cu commando,N1822M,everts air fuel,0,Manley Hot Springs,substantial,curtiss,c-46f-1-cu commando,2018
2018-07-20,boeing 767-3q8er,C-FJZK,air canada rouge,0,Lovelock,none,boeing,767-3q8er,2018
2018-07-20,antonov an-26b,UP-AN611,kazairtrans airline,0,Al Alamain,write-off,antonov,an-26b,2018
2018-07-21,douglas c-47b (dc-3),N47HL,commemorative air force highland lakes squadron,0,BurnetKate Craddock Field,write-off,mcdonnell douglas,c-47b (dc-3),2018
2018-07-22,cessna 750 citation x,N752TX,textron,0,Cork,substantial,cessna,750 citation x,2018
2018-07-23,mcdonnell douglas md-88,N918DE,delta airlines,0,Charlotte,none,mcdonnell douglas,md-88,2018
2018-07-23,airbus a319-114,N328NB,delta airlines,0,West Palm Beach,none,airbus,a319-114,2018
2018-07-23,cessna 560 citation encore,N866VP,ozair charter service,0,Tulsa,substantial,cessna,560 citation encore,2018
2018-07-26,boeing 757-204,UP-B5705,sunday airlines,0,Almaty,substantial,boeing,757-204,2018
2018-07-27,boeing 767-38eer,N641GT,atlas air,0,Portsmouthat Pease,substantial,boeing,767-38eer,2018
2018-07-27,antonov an-2r,9S-GFS,air kasai,5,Kamako,write-off,antonov,an-2r,2018
2018-07-28,irma/britten-norman bn-2a-27 islander,YJ-AL2,air taxi vanuatu,0,Port Vila,substantial,britten-norman,bn-2a-27 islander,2018
2018-07-28,britten-norman bn-2a-8 islander,YJ-OO9,unity airlines,0,Port Vila,write-off,britten-norman,bn-2a-8 islander,2018
2018-07-28,atr 72-500 (72-212a),YJ-AV71,air vanuatu,0,Port Vila,substantial,atr,72-500 (72-212a),2018
2018-07-30,antonov an-2sx,RA-40649,private,0,Evenki district,substantial,antonov,an-2sx,2018
2018-07-31,boeing 757-223,N192AN,american airlines,0,Philadelphia,substantial,boeing,757-223,2018
2018-07-31,embraer erj 190ar,XA-GAL,aeroméxico connect,0,Durango,write-off,embraer,190ar,2018
2018-08-01,beechcraft b300 king air 350,N557AP,atlantic transportation of wilmington,0,Wilmington,substantial,beechcraft,b300 king air 350,2018
2018-08-03,shijiazhuang y-5b(d),B-50AA,heilongjiang kunpeng general aviation co,0,Tongjiang,substantial,shijiazhuang,y-5b(d),2018
2018-08-04,junkers ju-52/3mg4e,HB-HOT,ju-air,20,Piz Segnas,write-off,junkers,ju-52/3mg4e,2018
2018-08-05,airbus a320-200,,unknown,0,Venice,none,airbus,a320-200,2018
2018-08-06,airbus a321-231,PT-MXA,latam airlines brasil,0,Choró,none,airbus,a321-231,2018
2018-08-07,dassault falcon 20d,N961AA,alliance air charter,0,San Luis Potosí,substantial,dassault falcon,20d,2018
2018-08-07,cessna 208b grand caravan,VT-UDN,supreme airlines,0,Lalgarh,substantial,cessna,208b grand caravan,2018
2018-08-09,boeing 777-3f2er,TC-JJZ,turkish airlines,0,Istanbul,substantial,boeing,777-3f2er,2018
2018-08-09,boeing 787-8 dreamliner,CN-RGT,royal air maroc,0,Istanbul,substantial,boeing,787-8 dreamliner,2018
2018-08-10,de havilland canada dhc-8-402q dash 8,N449QX,horizon air,1,Ketron,write-off,de havilland canada,dhc-8-402q dash 8,2018
2018-08-13,airbus a321-271n,N204HA,hawaiian airlines,0,Los Angeles,substantial,airbus,a321-271n,2018
2018-08-13,cessna 525 citationjet,N526CP,vancon holdings,1,Payson,write-off,cessna,525 citationjet,2018
2018-08-15,boeing 777-367er,B-KPY,cathay pacific airways,0,Roma,substantial,boeing,777-367er,2018
2018-08-16,boeing 737-85c (wl),B-5498,xiamen airlines,0,Manila,substantial,boeing,737-85c (wl),2018
2018-08-19,de havilland canada dhc-8-402q dash 8,N404AV,lc perú,0,Lima,substantial,de havilland canada,dhc-8-402q dash 8,2018
2018-08-19,antonov an-2t,D-FOJB,ostthüringer fallschirmsportclub,0,Gera,substantial,antonov,an-2t,2018
2018-08-24,boeing 757-2q8 (wl),EI-LBT,aer lingus,0,Philadelphia,none,boeing,757-2q8 (wl),2018
2018-08-25,grumman hu-16c albatross,N1955G,stargazer aero,0,Cape Hatteras,write-off,grumman,hu-16c albatross,2018
2018-08-26,harbin y-12e,HK-5036,satena,0,Santafé del Caguán,substantial,harbin,y-12e,2018
2018-08-26,boeing 767-333er (wl),C-FMWV,air canada rouge,0,Vancouver,substantial,boeing,767-333er (wl),2018
2018-08-26,cessna 208b grand caravan,5Y-BOP,bush air safaris,0,Pieri,substantial,cessna,208b grand caravan,2018
2018-08-27,airbus a320-214 (wl),JA14VA,vanilla air,0,Miyazaki,none,airbus,a320-214 (wl),2018
2018-08-28,antonov an-2r,LZ-1409,air mizia,0,Brusartsi,substantial,antonov,an-2r,2018
2018-08-28,airbus a320-214,B-6952,beijing capital airlines,0,Macau,substantial,airbus,a320-214,2018
2018-08-30,de havilland canada dhc-6 twin otter 300,ET-AIU/808,ethiopian air force,18,Mojo,write-off,de havilland canada,dhc-6 twin otter 300,2018
2018-08-31,cessna 680 citation sovereign,TC-OYD,boydak air,0,Bourgas,substantial,cessna,680 citation sovereign,2018
2018-09-01,boeing 737-8as (wl),VQ-BJI,utair,0,Adler,write-off,boeing,737-8as (wl),2018
2018-09-03,beechcraft b200 super king air,N97WC,west coast aviation services,0,Burbank,substantial,beechcraft,b200 super king air,2018
2018-09-06,boeing 757-223 (wl),N173AN,american airlines,0,New York,none,boeing,757-223 (wl),2018
2018-09-06,beechcraft a100 king air,PT-LJN,voar aviação,0,Itapaci,substantial,beechcraft,a100 king air,2018
2018-09-09,let l-410uvp,UR-TWO,south west aviation lsf slav-air,20,Yirol,write-off,let,l-410uvp,2018
2018-09-10,boeing 737-823 (wl),N950NN,american airlines,0,Phoenix,none,boeing,737-823 (wl),2018
2018-09-15,boeing 777-333er,C-FNNW,air canada,0,Nova Scotia,none,boeing,777-333er,2018
2018-09-15,canadair cl-215-6b11 (cl-415),C-FOFI,government of newfoundland and labrador,0,Whitehead Pond,substantial,canadair,cl-215-6b11 (cl-415),2018
2018-09-16,boeing 777-328er,F-GSQL,air france,0,Mauritius,none,boeing,777-328er,2018
2018-09-16,boeing 747-428fer,TC-ACM,saudi arabian airlines lsf act airlines,0,Frankfurt,substantial,boeing,747-428fer,2018
2018-09-17,ilyushin il-20m,RF-93610,russian air force,15,Latakia,write-off,ilyushin,il-20m,2018
2018-09-17,airbus a320-216,HS-ABI,thai airasia,0,Bangkok,substantial,airbus,a320-216,2018
2018-09-18,antonov an-2r,YU-BRK,sts aviatsija,0,Jagodina,substantial,antonov,an-2r,2018
2018-09-18,british aerospace bae-125-700a,N109BG,starjet,0,Santa Fe,substantial,british aerospace,bae-125-700a,2018
2018-09-20,embraer emb-120er brasilia,N233SW,berry aviation,0,Lake Jackson,substantial,embraer,emb-120er brasilia,2018
2018-09-23,boeing 757-224 (wl),N13113,united airlines,0,Newark Liberty,none,boeing,757-224 (wl),2018
2018-09-24,honda ha-420 hondajet,PR-TLZ,américa latina tecnologia agrícola,0,Foz do Iguaçu,substantial,honda,ha-420 hondajet,2018
2018-09-24,airbus a340-313,RP-C3435,philippine airlines,0,Vancouver,substantial,airbus,a340-313,2018
2018-09-25,beechcraft 200 super king air,N241CK,kalitta charters,1,Oscoda Wurtsmith,write-off,beechcraft,200 super king air,2018
2018-09-26,airbus a321-231 (wl),N994AN,american airlines,0,Dallas,none,airbus,a321-231 (wl),2018
2018-09-27,airbus a310-304,C-GFAT,air transat,0,over North Atlantic Ocean,none,airbus,a310-304,2018
2018-09-27,cessna 208b supervan 900,VH-FAY,cgg aviation australia,1,Sendai,write-off,cessna,208b supervan 900,2018
2018-09-27,dassault falcon 50,N114TD,air america flight services,2,Greenville Downtown,substantial,dassault falcon,50,2018
2018-09-28,airbus a320-232,PT-MZJ,latam airlines brasil,0,São Paulo,substantial,airbus,a320-232,2018
2018-09-28,boeing 737-8bk (wl),P2-PXE,air niugini,1,Chuuk,substantial,boeing,737-8bk (wl),2018
2018-10-01,antonov an-2t,YV1719,inversiones moraima,0,Uriman,substantial,antonov,an-2t,2018
2018-10-03,beechcraft 1900c,N575Q,frontier flying service,0,Gambell,substantial,beechcraft,1900c,2018
2018-10-03,antonov an-26,7706,al quwwat al-jawwiya as-sudaniya,0,Khartoum,write-off,antonov,an-26,2018
2018-10-03,antonov an-32a,7721,al quwwat al-jawwiya as-sudaniya,0,Khartoum,write-off,antonov,an-32a,2018
2018-10-08,boeing 747-4d7,HS-TGF,thai airways international,0,Bangkok,substantial,boeing,747-4d7,2018
2018-10-09,boeing 737-7h4 (wl),N287WN,southwest airlines,0,Nashville,none,boeing,737-7h4 (wl),2018
2018-10-10,cessna 208b grand caravan ex,PK-JBR,jhonlin air transport,0,Beoga,substantial,cessna,208b grand caravan ex,2018
2018-10-10,sukhoi superjet 100-95b,RA-89011,yakutia airlines,0,Yakutsk,substantial,sukhoi superjet,100-95b,2018
2018-10-11,boeing 737-7h4 (wl),N734SA,southwest airlines,0,San Jose,none,boeing,737-7h4 (wl),2018
2018-10-12,airbus a319-112,N926FR,frontier airlines,0,Denver,none,airbus,a319-112,2018
2018-10-12,atr 72-202,5N-BPE,overland airways,0,Lagos,write-off,atr,72-202,2018
2018-10-12,boeing 737-8hg (wl),VT-AYD,air india express,0,Tiruchirappalli,substantial,boeing,737-8hg (wl),2018
2018-10-15,boeing 737-7l9 (wl),N7816B,southwest airlines,0,Albany,none,boeing,737-7l9 (wl),2018
2018-10-15,boeing 777-337er,VT-ALN,air india,0,Mumbai,none,boeing,777-337er,2018
2018-10-29,boeing 737 max 8,PK-LQP,lion air,189,Tanjung Bungin,write-off,boeing,737 max 8,2018
2018-10-31,airbus a330-323,N817NW,delta airlines,0,Paris,substantial,airbus,a330-323,2018
2018-10-31,airbus a330-203,F-GZCI,air france,0,Paris,substantial,airbus,a330-203,2018
2018-11-07,boeing 747-412f,N908AR,sky lease cargo,0,Halifax,substantial,boeing,747-412f,2018
2018-11-08,antonov an-2r,RA-84674,2nd arkhangelsk united aviation division,0,Arkhangelsk,write-off,antonov,an-2r,2018
2018-11-09,lockheed c-130e hercules,4180,pakistan air force,0,Chaklala,write-off,lockheed martin,c-130e hercules,2018
2018-11-09,boeing 757-23n,N524AT,fly jamaica airways,1,Georgetown,substantial,boeing,757-23n,2018
2018-11-11,embraer erj-190lr (erj-190-100 lr),P4-KCJ,air astana,0,Lisbon,substantial,embraer,erj-190lr (erj-190-100 lr),2018
2018-11-12,hawker siddeley hs-125-700a,N406J,songbird aviation,0,Winder,substantial,raytheon hawker,hs-125-700a,2018
2018-11-15,de havilland canada dhc-8-315q dash 8,C-FPAE,pal airlines,0,Stephenville,substantial,de havilland canada,dhc-8-315q dash 8,2018
2018-11-16,british aerospace 3212 jetstream 32,HK-4394,sarpa,0,Bahía Solano,substantial,british aerospace,3212 jetstream 32,2018
2018-11-20,boeing 737-8lj (wl),VP-BCG,aeroflot,1,Moskva,minor,boeing,737-8lj (wl),2018
2018-11-21,fairchild sa227-ac metro iii,C-FYAG,perimeter aviation,0,Deer Lake,substantial,fairchild,sa227-ac metro iii,2018
2018-11-22,boeing 737-53c,OB-2041-P,peruvian airlines,0,La Paz,substantial,boeing,737-53c,2018
2018-11-23,british aerospace bae-125-700a,N422X,private,7,Curaçao,unknown,british aerospace,bae-125-700a,2018
2018-11-24,atr 72-500 (72-212a),AP-BKW,pakistan international airlines,0,Karachi,substantial,atr,72-500 (72-212a),2018
2018-11-26,cessna 525 citation m2,PP-OEG,arg ltda,4,Jequitaí,write-off,cessna,525 citation m2,2018
2018-11-30,cessna 550 citation ii,N941JM,dirt dynamics,0,Fargo,substantial,cessna,550 citation ii,2018
2018-11-30,cessna 525a citationjet cj2+,N525EG,estoair,3,Memphis,write-off,cessna,525a citationjet cj2+,2018
2018-12-01,airbus a320-232 (wl),N632NK,spirit airlines,0,Las Vegas,none,airbus,a320-232 (wl),2018
2018-12-01,bombardier crj-200lr,N202PS,psa airlines,0,New York,substantial,bombardier,crj-200lr,2018
2018-12-03,hawker 800xp,4X-CUZ,arrow aviation,0,Tel Aviv,substantial,raytheon hawker,800xp,2018
2018-12-03,boeing 737-823 (wl),N868NN,american airlines,0,Chicago,none,boeing,737-823 (wl),2018
2018-12-04,boeing 767-332er (wl),N193DN,delta airlines,0,SUNNS,none,boeing,767-332er (wl),2018
2018-12-04,airbus a320-214,SX-EMY,ellinair,0,Athens,substantial,airbus,a320-214,2018
2018-12-06,lockheed martin kc-130j,167981,united states marine corps,5,Muroto Cape,write-off,lockheed martin,kc-130j,2018
2018-12-08,airbus a320-232 (wl),HS-TXQ,thai smile,0,Bangkok,none,airbus,a320-232 (wl),2018
2018-12-08,beechcraft 200 super king air,VH-ODI,desert-air safaris,0,Mount Gambier,substantial,beechcraft,200 super king air,2018
2018-12-08,beechcraft 200 super king air,,unknown,0,Corozo,write-off,beechcraft,200 super king air,2018
2018-12-08,pilatus britten-norman bn-2a-20 islander,VH-OBL,par-avion,1,Hobart,write-off,britten-norman,bn-2a-20 islander,2018
2018-12-10,airbus a300b4-203 (f),XA-MRC,aerounion,0,Mexico,substantial,airbus,a300b4-203 (f),2018
2018-12-11,boeing 777-333er,C-FITW,air canada,0,Hong Kong,substantial,boeing,777-333er,2018
2018-12-15,learjet 35a,N55FN,med air,0,Key West,substantial,learjet,35a,2018
2018-12-18,boeing 787-9 dreamliner,ET-AUP,ethiopian airlines,0,Oslo,substantial,boeing,787-9 dreamliner,2018
2018-12-18,dornier 228-201,S9-AUN,africa's connection stp,0,São Tomé,substantial,dornier,228-201,2018
2018-12-20,antonov an-26b,9S-AGB,gomair,7,Kinshasa,write-off,antonov,an-26b,2018
2018-12-20,cessna 560 citation v,N188CW,chen aircrafts,4,Atlanta,write-off,cessna,560 citation v,2018
2018-12-22,pzl-mielec m28 skytruck,GNB-96107,guardia nacional bolivariana de venezuela,0,Kamarata,substantial,pzl-mielec,m28 skytruck,2018
2018-12-24,antonov an-26b,9T-TAB,air force of the democratic republic of the congo,0,Beni,write-off,antonov,an-26b,2018
2018-12-31,boeing 757-2b7 (wl),N938UW,american airlines,0,Charlotte,substantial,boeing,757-2b7 (wl),2018
2018-12-31,rockwell sabreliner 80,N337KL,private,0,Eugene,substantial,rockwell sabreliner,80,2018
